ID,util,times30dpd,dti,bad
6139,"91,20%",5,"21,00%",1
6140,"48,20%",2,"25,00%",0
6141,"25,50%",1,"7,00%",0
6142,"51,00%",0,"9,00%",0
6143,"52,30%",3,"14,00%",1
6144,"15,60%",1,"33,00%",1
6145,"21,40%",0,"14,00%",0
6146,"56,80%",1,"50,00%",1
6147,"7,20%",0,"31,00%",0
6148,"61,80%",4,"30,00%",0
6149,"54,80%",1,"41,00%",0
6150,"39,70%",0,"47,00%",1
6151,"6,20%",1,"25,00%",0
6152,"40,60%",0,"13,00%",0
6153,"22,10%",1,"31,00%",0
6154,"2,50%",0,"21,00%",0
6155,"48,80%",2,"20,00%",0
6156,"27,80%",2,"38,00%",1
6157,"56,10%",0,"39,00%",0
6158,"52,40%",1,"39,00%",0
6159,"64,50%",2,"50,00%",1
6160,"46,80%",3,"25,00%",0
6161,"66,80%",1,"50,00%",1
6162,"12,00%",0,"2,00%",0
6163,"85,40%",0,"11,00%",0
6164,"8,90%",0,"49,00%",0
6165,"54,20%",0,"14,00%",0
6166,"49,30%",2,"14,00%",0
6167,"13,50%",0,"17,00%",0
6168,"21,70%",0,"38,00%",1
6169,"1,00%",0,"9,00%",0
6170,"30,10%",2,"24,00%",0
6171,"47,90%",1,"8,00%",0
6172,"81,60%",0,"21,00%",1
6173,"56,60%",0,"25,00%",0
6174,"34,70%",0,"15,00%",0
6175,"17,40%",0,"17,00%",0
6176,"65,40%",0,"42,00%",0
6177,"55,10%",0,"26,00%",1
6178,"10,30%",0,"74,00%",0
6179,"63,90%",1,"13,00%",0
6180,"5,70%",0,"20,00%",0
6181,"27,00%",0,"21,00%",0
6182,"1,90%",0,"37,00%",0
6183,"3,80%",0,"17,00%",0
6184,"19,50%",0,"14,00%",0
6185,"64,80%",1,"6,00%",0
6186,"61,90%",0,"36,00%",1
6187,"81,20%",1,"28,00%",1
6188,"54,00%",3,"20,00%",0
6189,"28,70%",0,"52,00%",0
6190,"7,50%",1,"25,00%",0
6191,"16,60%",0,"46,00%",1
6192,"79,10%",0,"20,00%",0
6193,"18,00%",0,"12,00%",0
6194,"71,10%",0,"4,00%",0
6195,"26,10%",0,"27,00%",0
6196,"9,90%",0,"42,00%",0
6197,"9,10%",0,"23,00%",0
6198,"19,30%",0,"34,00%",0
6199,"84,20%",2,"33,00%",1
6200,"19,70%",1,"11,00%",0
6201,"53,80%",2,"25,00%",0
6202,"39,80%",1,"7,00%",0
6203,"15,60%",0,"42,00%",0
6204,"74,20%",0,"19,00%",0
6205,"2,60%",0,"27,00%",0
6206,"23,70%",1,"41,00%",0
6207,"19,50%",0,"11,00%",0
6208,"0,10%",0,"20,00%",0
6209,"41,20%",0,"35,00%",0
6210,"58,80%",2,"7,00%",0
6211,"29,10%",0,"16,00%",0
6212,"51,70%",0,"5,00%",0
6213,"2,40%",0,"0,00%",0
6214,"27,80%",0,"30,00%",0
6215,"24,40%",1,"40,00%",0
6216,"3,20%",0,"34,00%",0
6217,"17,90%",0,"19,00%",0
6218,"42,90%",0,"38,00%",0
6219,"13,90%",0,"3,00%",0
6220,"25,70%",0,"51,00%",0
6221,"51,10%",1,"50,00%",1
6222,"22,00%",0,"39,00%",0
6223,"71,80%",1,"39,00%",1
6224,"41,20%",0,"36,00%",1
6225,"2,10%",0,"22,00%",0
6226,"5,30%",0,"22,00%",0
6227,"6,90%",0,"1,00%",0
6228,"85,70%",2,"3,00%",0
6229,"43,20%",0,"5,00%",0
6230,"7,40%",0,"28,00%",0
6231,"63,40%",2,"16,00%",0
6232,"30,70%",0,"1,00%",0
6233,"64,60%",1,"34,00%",1
6234,"17,80%",1,"45,00%",1
6235,"30,40%",0,"27,00%",0
6236,"91,00%",2,"75,00%",1
6237,"20,20%",0,"55,00%",0
6238,"20,90%",1,"10,00%",0
6239,"53,70%",0,"10,00%",0
6240,"37,40%",0,"41,00%",0
6241,"63,30%",0,"33,00%",0
6242,"18,00%",0,"36,00%",0
6243,"59,90%",0,"21,00%",0
6244,"70,90%",0,"60,00%",0
6245,"35,80%",3,"3,00%",0
6246,"44,90%",4,"23,00%",0
6247,"73,10%",0,"34,00%",0
6248,"37,80%",1,"30,00%",0
6249,"36,00%",2,"58,00%",1
6250,"6,80%",0,"42,00%",0
6251,"20,50%",1,"34,00%",0
6252,"14,70%",0,"34,00%",0
6253,"5,50%",0,"35,00%",0
6254,"8,90%",1,"76,00%",0
6255,"45,80%",1,"2,00%",0
6256,"8,30%",0,"51,00%",0
6257,"2,80%",0,"15,00%",0
6258,"1,40%",0,"6,00%",0
6259,"11,20%",0,"37,00%",0
6260,"11,90%",0,"56,00%",0
6261,"55,30%",0,"37,00%",1
6262,"2,40%",3,"37,00%",0
6263,"29,20%",1,"63,00%",1
6264,"48,30%",0,"29,00%",0
6265,"6,10%",0,"25,00%",0
6266,"12,30%",1,"4,00%",0
6267,"26,50%",1,"27,00%",0
6268,"56,10%",1,"50,00%",0
6269,"20,80%",0,"18,00%",0
6270,"2,00%",0,"33,00%",0
6271,"44,80%",2,"35,00%",0
6272,"73,60%",0,"47,00%",0
6273,"11,00%",0,"5,00%",0
6274,"75,50%",3,"9,00%",1
6275,"42,10%",0,"17,00%",0
6276,"20,30%",0,"30,00%",0
6277,"37,70%",0,"28,00%",0
6278,"46,10%",2,"21,00%",0
6279,"59,90%",2,"21,00%",0
6280,"73,60%",2,"32,00%",0
6281,"56,70%",1,"37,00%",0
6282,"25,40%",0,"29,00%",0
6283,"5,10%",0,"29,00%",0
6284,"14,10%",1,"32,00%",1
6285,"51,00%",2,"33,00%",1
6286,"70,90%",0,"35,00%",0
6287,"13,30%",0,"33,00%",0
6288,"96,80%",1,"46,00%",0
6289,"33,10%",0,"24,00%",0
6290,"30,90%",0,"1,00%",0
6291,"25,80%",0,"25,00%",0
6292,"48,00%",0,"57,00%",1
6293,"88,40%",3,"43,00%",1
6294,"67,20%",1,"38,00%",1
6295,"50,00%",1,"29,00%",0
6296,"62,90%",0,"34,00%",0
6297,"9,30%",2,"33,00%",1
6298,"1,70%",0,"19,00%",0
6299,"46,00%",0,"16,00%",0
6300,"86,70%",4,"47,00%",1
6301,"50,90%",0,"21,00%",0
6302,"71,90%",1,"29,00%",0
6303,"42,20%",1,"23,00%",0
6304,"61,30%",0,"72,00%",0
6305,"72,40%",1,"20,00%",0
6306,"77,60%",1,"7,00%",0
6307,"3,00%",1,"23,00%",0
6308,"65,00%",2,"27,00%",0
6309,"7,60%",0,"29,00%",0
6310,"58,60%",1,"30,00%",0
6311,"14,30%",0,"32,00%",0
6312,"8,40%",2,"60,00%",0
6313,"24,20%",0,"44,00%",0
6314,"17,50%",1,"42,00%",0
6315,"7,70%",0,"40,00%",1
6316,"5,60%",0,"26,00%",0
6317,"48,00%",0,"29,00%",1
6318,"75,30%",2,"21,00%",0
6319,"51,30%",2,"37,00%",0
6320,"57,30%",0,"13,00%",0
6321,"25,30%",0,"30,00%",0
6322,"10,50%",0,"2,00%",0
6323,"85,90%",5,"30,00%",1
6324,"8,90%",0,"36,00%",0
6325,"39,40%",0,"47,00%",1
6326,"48,00%",0,"24,00%",0
6327,"66,70%",1,"14,00%",0
6328,"37,30%",0,"10,00%",0
6329,"19,20%",0,"11,00%",0
6330,"10,50%",0,"33,00%",0
6331,"56,70%",1,"27,00%",1
6332,"6,30%",0,"16,00%",0
6333,"41,40%",0,"24,00%",0
6334,"66,90%",1,"9,00%",0
6335,"65,30%",0,"34,00%",0
6336,"63,70%",0,"42,00%",1
6337,"21,40%",1,"42,00%",1
6338,"22,90%",0,"35,00%",0
6339,"53,30%",1,"43,00%",0
6340,"70,70%",0,"31,00%",0
6341,"23,60%",0,"14,00%",0
6342,"3,20%",0,"0,00%",0
6343,"29,30%",0,"39,00%",0
6344,"25,50%",2,"41,00%",0
6345,"31,30%",0,"15,00%",0
6346,"13,60%",0,"7,00%",0
6347,"27,40%",0,"4,00%",0
6348,"76,60%",5,"27,00%",1
6349,"11,60%",0,"1,00%",0
6350,"9,00%",0,"21,00%",0
6351,"70,20%",1,"18,00%",0
6352,"16,60%",0,"14,00%",0
6353,"13,60%",0,"6,00%",0
6354,"28,40%",0,"5,00%",0
6355,"5,60%",0,"11,00%",0
6356,"82,70%",2,"30,00%",1
6357,"55,40%",0,"37,00%",0
6358,"85,80%",1,"19,00%",0
6359,"63,70%",0,"31,00%",0
6360,"15,90%",0,"44,00%",1
6361,"44,70%",0,"38,00%",0
6362,"77,50%",1,"47,00%",1
6363,"20,30%",3,"38,00%",0
6364,"28,40%",0,"33,00%",1
6365,"62,80%",0,"32,00%",0
6366,"92,50%",0,"20,00%",0
6367,"55,70%",1,"24,00%",0
6368,"74,00%",2,"5,00%",0
6369,"55,80%",0,"11,00%",0
6370,"36,30%",1,"93,00%",0
6371,"70,80%",2,"49,00%",1
6372,"49,30%",2,"48,00%",1
6373,"64,40%",0,"49,00%",0
6374,"21,60%",1,"8,00%",0
6375,"2,40%",0,"18,00%",0
6376,"82,90%",2,"22,00%",1
6377,"31,70%",1,"10,00%",0
6378,"15,30%",0,"48,00%",1
6379,"83,90%",2,"15,00%",0
6380,"61,20%",0,"36,00%",0
6381,"74,60%",3,"61,00%",1
6382,"54,00%",1,"1,00%",0
6383,"59,30%",2,"14,00%",0
6384,"24,50%",0,"33,00%",0
6385,"3,10%",0,"21,00%",0
6386,"81,80%",0,"56,00%",0
6387,"53,70%",0,"26,00%",0
6388,"3,10%",0,"35,00%",1
6389,"56,40%",4,"70,00%",1
6390,"64,70%",1,"22,00%",0
6391,"66,70%",2,"35,00%",0
6392,"68,10%",4,"52,00%",0
6393,"32,30%",0,"19,00%",0
6394,"17,30%",0,"7,00%",0
6395,"6,70%",0,"5,00%",0
6396,"8,70%",0,"2,00%",0
6397,"18,40%",3,"38,00%",1
6398,"14,90%",0,"39,00%",0
6399,"71,30%",2,"32,00%",0
6400,"76,20%",3,"54,00%",1
6401,"85,40%",0,"27,00%",0
6402,"88,10%",1,"39,00%",0
6403,"2,90%",0,"21,00%",0
6404,"32,80%",1,"7,00%",0
6405,"15,00%",0,"44,00%",0
6406,"7,20%",3,"51,00%",1
6407,"12,00%",0,"14,00%",0
6408,"5,60%",0,"27,00%",0
6409,"43,10%",0,"21,00%",0
6410,"26,40%",2,"48,00%",0
6411,"6,40%",0,"19,00%",0
6412,"34,50%",0,"2,00%",0
6413,"13,00%",2,"24,00%",0
6414,"9,40%",0,"8,00%",0
6415,"16,20%",0,"38,00%",0
6416,"60,20%",5,"24,00%",1
6417,"49,10%",2,"22,00%",0
6418,"54,40%",0,"26,00%",0
6419,"78,50%",0,"9,00%",0
6420,"82,10%",0,"10,00%",0
6421,"89,10%",1,"1,00%",0
6422,"28,10%",2,"21,00%",0
6423,"30,90%",0,"18,00%",0
6424,"27,50%",1,"26,00%",0
6425,"70,20%",0,"37,00%",0
6426,"41,50%",3,"26,00%",0
6427,"9,90%",0,"5,00%",0
6428,"56,60%",2,"20,00%",0
6429,"28,90%",0,"24,00%",0
6430,"5,40%",0,"14,00%",0
6431,"88,50%",2,"30,00%",0
6432,"13,40%",1,"30,00%",0
6433,"41,80%",2,"21,00%",0
6434,"99,90%",3,"44,00%",0
6435,"16,80%",0,"29,00%",0
6436,"19,90%",1,"4,00%",0
6437,"18,70%",0,"19,00%",0
6438,"3,90%",0,"5,00%",0
6439,"18,70%",1,"20,00%",1
6440,"34,00%",1,"43,00%",1
6441,"47,70%",1,"34,00%",0
6442,"84,60%",0,"12,00%",0
6443,"16,40%",0,"17,00%",0
6444,"22,10%",0,"38,00%",0
6445,"59,70%",1,"34,00%",0
6446,"5,80%",0,"30,00%",0
6447,"30,40%",0,"32,00%",0
6448,"33,70%",0,"18,00%",0
6449,"46,00%",0,"44,00%",1
6450,"6,80%",0,"7,00%",0
6451,"73,30%",0,"33,00%",0
6452,"3,60%",1,"7,00%",0
6453,"17,10%",2,"5,00%",0
6454,"3,90%",0,"28,00%",1
6455,"22,80%",0,"52,00%",1
6456,"49,30%",0,"15,00%",0
6457,"7,00%",0,"25,00%",0
6458,"85,30%",2,"46,00%",0
6459,"18,50%",0,"38,00%",0
6460,"14,60%",2,"16,00%",0
6461,"9,00%",2,"50,00%",1
6462,"5,50%",0,"8,00%",0
6463,"12,40%",0,"26,00%",0
6464,"60,60%",0,"33,00%",0
6465,"39,60%",0,"50,00%",1
6466,"6,70%",0,"45,00%",0
6467,"28,30%",1,"23,00%",0
6468,"31,70%",1,"36,00%",1
6469,"81,10%",1,"14,00%",0
6470,"6,80%",1,"20,00%",0
6471,"64,20%",0,"35,00%",0
6472,"5,40%",0,"40,00%",0
6473,"87,50%",1,"38,00%",1
6474,"31,50%",2,"20,00%",1
6475,"34,10%",0,"4,00%",0
6476,"11,80%",0,"33,00%",0
6477,"81,50%",3,"53,00%",1
6478,"18,30%",0,"36,00%",0
6479,"3,60%",0,"33,00%",0
6480,"84,40%",3,"17,00%",0
6481,"61,40%",1,"41,00%",0
6482,"9,40%",0,"6,00%",0
6483,"12,70%",0,"9,00%",0
6484,"77,50%",3,"2,00%",0
6485,"76,70%",2,"29,00%",0
6486,"32,60%",1,"37,00%",0
6487,"74,20%",3,"16,00%",1
6488,"70,50%",1,"59,00%",1
6489,"11,80%",0,"13,00%",0
6490,"5,40%",0,"11,00%",0
6491,"49,60%",0,"9,00%",0
6492,"39,80%",0,"42,00%",1
6493,"72,50%",1,"19,00%",0
6494,"56,20%",0,"21,00%",0
6495,"23,80%",0,"10,00%",0
6496,"45,80%",0,"33,00%",0
6497,"16,50%",3,"7,00%",0
6498,"5,10%",0,"37,00%",0
6499,"68,70%",0,"63,00%",1
6500,"41,10%",3,"16,00%",0
6501,"87,80%",3,"11,00%",1
6502,"1,60%",0,"23,00%",0
6503,"71,60%",1,"33,00%",1
6504,"61,60%",0,"10,00%",0
6505,"64,00%",0,"25,00%",0
6506,"5,50%",0,"16,00%",0
6507,"10,30%",2,"19,00%",1
6508,"50,00%",2,"24,00%",0
6509,"36,10%",0,"51,00%",0
6510,"10,10%",0,"33,00%",0
6511,"54,10%",0,"48,00%",0
6512,"43,90%",1,"17,00%",0
6513,"43,70%",1,"24,00%",1
6514,"62,00%",3,"16,00%",0
6515,"24,30%",0,"29,00%",0
6516,"7,10%",0,"8,00%",0
6517,"77,20%",0,"15,00%",0
6518,"34,70%",1,"83,00%",1
6519,"10,60%",0,"11,00%",0
6520,"4,10%",0,"24,00%",0
6521,"5,90%",0,"14,00%",0
6522,"8,00%",0,"29,00%",0
6523,"59,20%",0,"20,00%",0
6524,"18,70%",0,"5,00%",0
6525,"13,50%",0,"27,00%",0
6526,"28,40%",0,"11,00%",0
6527,"14,90%",1,"47,00%",0
6528,"52,10%",1,"41,00%",0
6529,"60,40%",3,"29,00%",0
6530,"60,60%",1,"28,00%",0
6531,"39,70%",2,"27,00%",0
6532,"53,20%",0,"16,00%",0
6533,"86,60%",5,"25,00%",1
6534,"9,70%",0,"15,00%",0
6535,"74,40%",3,"1,00%",0
6536,"72,80%",1,"11,00%",0
6537,"15,60%",0,"20,00%",0
6538,"16,70%",1,"21,00%",0
6539,"39,50%",0,"60,00%",1
6540,"44,90%",0,"7,00%",0
6541,"17,40%",0,"30,00%",0
6542,"49,80%",1,"54,00%",0
6543,"24,90%",0,"1,00%",0
6544,"55,70%",3,"19,00%",0
6545,"65,70%",0,"30,00%",0
6546,"82,30%",0,"13,00%",0
6547,"9,00%",0,"2,00%",0
6548,"10,10%",0,"14,00%",0
6549,"25,90%",0,"31,00%",0
6550,"22,30%",0,"49,00%",0
6551,"6,20%",0,"1,00%",0
6552,"82,00%",5,"43,00%",0
6553,"40,20%",0,"16,00%",0
6554,"48,10%",0,"5,00%",0
6555,"17,70%",0,"63,00%",1
6556,"89,50%",3,"70,00%",1
6557,"10,90%",0,"1,00%",0
6558,"78,30%",1,"6,00%",0
6559,"5,50%",1,"25,00%",0
6560,"25,20%",0,"1,00%",0
6561,"90,90%",4,"47,00%",1
6562,"63,10%",0,"17,00%",0
6563,"63,60%",3,"7,00%",0
6564,"35,90%",2,"25,00%",0
6565,"82,30%",4,"45,00%",1
6566,"9,00%",1,"48,00%",0
6567,"19,00%",2,"23,00%",0
6568,"84,80%",0,"17,00%",0
6569,"9,70%",0,"38,00%",0
6570,"32,00%",2,"17,00%",0
6571,"9,90%",0,"3,00%",0
6572,"31,90%",3,"66,00%",0
6573,"40,70%",1,"54,00%",0
6574,"79,90%",2,"14,00%",0
6575,"15,10%",0,"25,00%",1
6576,"82,10%",2,"23,00%",1
6577,"68,80%",2,"7,00%",0
6578,"36,40%",2,"18,00%",0
6579,"3,30%",0,"36,00%",0
6580,"10,00%",1,"29,00%",0
6581,"79,70%",0,"42,00%",0
6582,"66,30%",2,"41,00%",1
6583,"4,70%",0,"15,00%",1
6584,"47,50%",2,"34,00%",0
6585,"11,10%",0,"26,00%",0
6586,"36,00%",1,"19,00%",0
6587,"64,40%",1,"27,00%",0
6588,"23,60%",0,"35,00%",0
6589,"2,40%",0,"15,00%",0
6590,"69,60%",0,"7,00%",0
6591,"12,90%",0,"49,00%",0
6592,"55,50%",0,"5,00%",0
6593,"6,80%",0,"11,00%",0
6594,"8,20%",0,"4,00%",0
6595,"87,70%",4,"45,00%",1
6596,"9,30%",0,"35,00%",0
6597,"13,00%",2,"26,00%",0
6598,"44,60%",0,"21,00%",0
6599,"11,50%",0,"20,00%",0
6600,"13,70%",0,"19,00%",0
6601,"36,80%",0,"50,00%",0
6602,"82,90%",4,"19,00%",1
6603,"50,90%",1,"12,00%",1
6604,"32,90%",0,"6,00%",0
6605,"64,60%",0,"58,00%",1
6606,"49,60%",2,"20,00%",0
6607,"55,60%",0,"11,00%",0
6608,"15,30%",1,"5,00%",0
6609,"67,50%",0,"36,00%",0
6610,"50,90%",1,"26,00%",0
6611,"49,20%",1,"52,00%",0
6612,"55,50%",1,"54,00%",1
6613,"17,60%",0,"13,00%",0
6614,"54,00%",1,"9,00%",0
6615,"4,30%",0,"35,00%",0
6616,"87,40%",0,"19,00%",0
6617,"9,90%",0,"27,00%",0
6618,"61,10%",0,"18,00%",0
6619,"52,60%",0,"39,00%",0
6620,"12,30%",0,"15,00%",0
6621,"7,70%",1,"47,00%",0
6622,"9,70%",0,"25,00%",0
6623,"83,70%",2,"50,00%",1
6624,"4,90%",0,"11,00%",0
6625,"30,50%",0,"42,00%",0
6626,"5,10%",1,"19,00%",0
6627,"15,90%",0,"23,00%",0
6628,"51,80%",0,"28,00%",1
6629,"21,10%",0,"21,00%",0
6630,"51,00%",1,"53,00%",1
6631,"74,60%",1,"27,00%",0
6632,"35,30%",0,"10,00%",0
6633,"8,30%",1,"35,00%",1
6634,"5,90%",1,"11,00%",0
6635,"66,40%",1,"48,00%",0
6636,"47,60%",1,"19,00%",0
6637,"57,30%",0,"24,00%",0
6638,"8,10%",2,"26,00%",0
6639,"2,10%",0,"32,00%",0
6640,"87,40%",1,"28,00%",1
6641,"85,90%",2,"53,00%",1
6642,"12,30%",0,"8,00%",0
6643,"10,40%",0,"16,00%",0
6644,"12,20%",0,"38,00%",0
6645,"7,20%",0,"27,00%",0
6646,"7,20%",0,"50,00%",0
6647,"16,90%",0,"31,00%",0
6648,"41,30%",0,"7,00%",0
6649,"24,40%",0,"46,00%",0
6650,"81,20%",2,"40,00%",1
6651,"48,60%",0,"31,00%",0
6652,"4,30%",0,"24,00%",0
6653,"43,60%",1,"20,00%",0
6654,"57,40%",1,"4,00%",0
6655,"65,90%",1,"32,00%",0
6656,"76,10%",1,"26,00%",1
6657,"21,30%",0,"51,00%",1
6658,"92,00%",2,"16,00%",0
6659,"50,00%",1,"26,00%",1
6660,"42,30%",0,"24,00%",0
6661,"5,70%",0,"26,00%",0
6662,"0,90%",0,"9,00%",0
6663,"2,10%",0,"23,00%",0
6664,"2,20%",0,"9,00%",0
6665,"29,90%",0,"5,00%",0
6666,"84,70%",0,"38,00%",0
6667,"21,20%",4,"46,00%",1
6668,"75,50%",3,"20,00%",1
6669,"77,30%",0,"47,00%",0
6670,"94,90%",2,"43,00%",1
6671,"27,00%",0,"20,00%",1
6672,"59,50%",0,"9,00%",0
6673,"14,70%",0,"41,00%",1
6674,"14,30%",0,"41,00%",0
6675,"44,10%",1,"24,00%",0
6676,"3,50%",1,"8,00%",1
6677,"64,10%",0,"7,00%",0
6678,"47,40%",0,"28,00%",1
6679,"65,30%",1,"33,00%",0
6680,"76,20%",0,"27,00%",1
6681,"81,20%",1,"45,00%",0
6682,"12,00%",0,"41,00%",0
6683,"75,80%",0,"10,00%",0
6684,"16,50%",2,"8,00%",0
6685,"33,40%",0,"5,00%",0
6686,"25,80%",0,"47,00%",0
6687,"68,90%",2,"85,00%",0
6688,"90,80%",1,"13,00%",0
6689,"2,70%",0,"16,00%",0
6690,"63,90%",1,"14,00%",0
6691,"34,40%",0,"11,00%",0
6692,"63,00%",0,"11,00%",0
6693,"76,00%",1,"24,00%",0
6694,"45,20%",0,"21,00%",0
6695,"6,30%",1,"36,00%",0
6696,"85,20%",2,"56,00%",0
6697,"36,40%",3,"30,00%",1
6698,"62,50%",0,"7,00%",0
6699,"80,10%",1,"12,00%",0
6700,"4,50%",0,"24,00%",0
6701,"24,70%",0,"27,00%",0
6702,"50,20%",0,"28,00%",0
6703,"22,80%",0,"28,00%",0
6704,"1,80%",0,"18,00%",0
6705,"51,30%",1,"10,00%",0
6706,"58,00%",0,"37,00%",0
6707,"27,50%",0,"11,00%",0
6708,"5,20%",0,"33,00%",0
6709,"6,60%",0,"10,00%",0
6710,"31,80%",0,"21,00%",0
6711,"29,40%",0,"20,00%",1
6712,"60,20%",2,"68,00%",0
6713,"32,30%",0,"9,00%",0
6714,"39,50%",0,"23,00%",0
6715,"12,20%",0,"14,00%",1
6716,"4,70%",0,"33,00%",0
6717,"15,70%",3,"49,00%",1
6718,"2,40%",0,"32,00%",0
6719,"20,00%",0,"34,00%",0
6720,"0,00%",0,"7,00%",0
6721,"77,00%",2,"20,00%",0
6722,"41,10%",0,"36,00%",1
6723,"27,40%",0,"9,00%",0
6724,"1,90%",0,"9,00%",0
6725,"8,50%",0,"30,00%",0
6726,"91,90%",3,"60,00%",1
6727,"74,10%",2,"35,00%",1
6728,"48,10%",0,"16,00%",0
6729,"6,80%",0,"6,00%",0
6730,"80,50%",0,"48,00%",1
6731,"84,20%",0,"1,00%",0
6732,"4,80%",0,"7,00%",0
6733,"25,40%",0,"17,00%",0
6734,"31,00%",1,"44,00%",1
6735,"85,60%",0,"8,00%",0
6736,"18,50%",1,"30,00%",0
6737,"33,90%",0,"13,00%",0
6738,"24,30%",1,"38,00%",1
6739,"59,00%",1,"3,00%",0
6740,"80,00%",2,"39,00%",1
6741,"70,30%",3,"1,00%",0
6742,"14,00%",1,"36,00%",0
6743,"55,20%",0,"27,00%",0
6744,"71,10%",1,"48,00%",0
6745,"8,70%",1,"44,00%",0
6746,"64,70%",3,"51,00%",1
6747,"84,30%",0,"20,00%",0
6748,"18,70%",0,"19,00%",0
6749,"24,50%",1,"31,00%",0
6750,"85,00%",2,"44,00%",1
6751,"59,70%",1,"19,00%",0
6752,"33,10%",0,"26,00%",0
6753,"60,10%",1,"31,00%",0
6754,"49,40%",1,"22,00%",0
6755,"24,90%",0,"10,00%",0
6756,"59,00%",0,"33,00%",0
6757,"74,60%",1,"44,00%",1
6758,"8,00%",1,"33,00%",0
6759,"32,40%",0,"30,00%",0
6760,"62,50%",2,"30,00%",0
6761,"17,30%",0,"7,00%",0
6762,"6,60%",0,"56,00%",0
6763,"45,70%",3,"24,00%",0
6764,"0,40%",0,"19,00%",0
6765,"6,30%",0,"58,00%",1
6766,"68,00%",1,"16,00%",0
6767,"21,50%",0,"17,00%",0
6768,"80,80%",1,"27,00%",1
6769,"36,90%",0,"28,00%",0
6770,"35,90%",0,"39,00%",1
6771,"64,30%",1,"16,00%",0
6772,"79,80%",0,"26,00%",0
6773,"8,10%",3,"29,00%",1
6774,"44,00%",0,"53,00%",0
6775,"49,00%",1,"13,00%",0
6776,"11,80%",1,"58,00%",0
6777,"7,50%",0,"6,00%",0
6778,"6,70%",0,"2,00%",0
6779,"56,10%",0,"13,00%",0
6780,"57,20%",1,"42,00%",0
6781,"5,00%",2,"3,00%",0
6782,"51,90%",0,"57,00%",0
6783,"20,40%",2,"43,00%",0
6784,"56,80%",2,"23,00%",1
6785,"65,80%",1,"20,00%",0
6786,"9,60%",3,"19,00%",1
6787,"50,40%",3,"54,00%",1
6788,"11,40%",0,"21,00%",0
6789,"21,20%",1,"33,00%",0
6790,"47,70%",1,"49,00%",1
6791,"9,50%",0,"9,00%",0
6792,"9,50%",1,"17,00%",0
6793,"25,40%",0,"25,00%",0
6794,"45,50%",3,"0,00%",0
6795,"28,80%",1,"23,00%",1
6796,"63,80%",1,"11,00%",0
6797,"0,00%",0,"3,00%",0
6798,"90,10%",2,"25,00%",0
6799,"19,80%",0,"23,00%",0
6800,"19,10%",0,"30,00%",0
6801,"5,10%",0,"13,00%",0
6802,"8,50%",2,"30,00%",0
6803,"71,80%",0,"52,00%",0
6804,"16,50%",1,"1,00%",0
6805,"26,80%",1,"4,00%",0
6806,"78,60%",3,"44,00%",0
6807,"12,30%",0,"17,00%",0
6808,"53,90%",2,"53,00%",1
6809,"12,80%",2,"7,00%",0
6810,"72,70%",2,"37,00%",0
6811,"13,00%",0,"13,00%",0
6812,"7,10%",2,"9,00%",0
6813,"29,20%",0,"35,00%",0
6814,"1,50%",1,"7,00%",0
6815,"65,60%",0,"49,00%",1
6816,"10,70%",0,"3,00%",0
6817,"66,80%",3,"32,00%",0
6818,"66,80%",1,"41,00%",1
6819,"10,80%",0,"63,00%",1
6820,"17,10%",0,"65,00%",0
6821,"56,50%",0,"7,00%",0
6822,"21,40%",3,"43,00%",1
6823,"35,30%",0,"61,00%",0
6824,"63,60%",0,"51,00%",0
6825,"11,60%",1,"48,00%",0
6826,"54,60%",1,"75,00%",0
6827,"77,50%",0,"7,00%",0
6828,"13,40%",0,"55,00%",1
6829,"77,10%",0,"30,00%",0
6830,"43,30%",0,"25,00%",0
6831,"71,00%",2,"26,00%",0
6832,"72,30%",0,"52,00%",0
6833,"75,80%",0,"43,00%",0
6834,"19,10%",0,"20,00%",0
6835,"30,90%",0,"9,00%",0
6836,"68,70%",1,"16,00%",0
6837,"55,40%",0,"21,00%",1
6838,"12,30%",0,"2,00%",0
6839,"80,70%",0,"25,00%",1
6840,"79,90%",2,"39,00%",0
6841,"49,70%",1,"87,00%",1
6842,"19,20%",0,"17,00%",0
6843,"24,20%",1,"0,00%",0
6844,"9,00%",1,"48,00%",0
6845,"1,60%",0,"35,00%",0
6846,"81,80%",0,"56,00%",0
6847,"59,20%",2,"29,00%",1
6848,"2,10%",0,"6,00%",0
6849,"13,50%",0,"29,00%",0
6850,"23,40%",0,"9,00%",0
6851,"12,20%",0,"8,00%",0
6852,"15,30%",0,"42,00%",0
6853,"45,70%",0,"39,00%",1
6854,"85,90%",2,"13,00%",0
6855,"19,30%",0,"41,00%",0
6856,"69,20%",0,"16,00%",0
6857,"76,80%",0,"29,00%",0
6858,"79,60%",1,"48,00%",1
6859,"11,90%",0,"37,00%",0
6860,"33,90%",3,"6,00%",0
6861,"8,30%",0,"11,00%",0
6862,"13,10%",2,"47,00%",0
6863,"7,10%",0,"53,00%",0
6864,"19,60%",1,"29,00%",0
6865,"40,50%",1,"40,00%",0
6866,"11,90%",0,"7,00%",0
6867,"0,10%",0,"7,00%",0
6868,"82,40%",0,"45,00%",0
6869,"1,70%",0,"9,00%",0
6870,"13,80%",0,"7,00%",0
6871,"65,70%",2,"41,00%",0
6872,"8,80%",0,"26,00%",0
6873,"32,70%",3,"14,00%",0
